0.000000000000000000e+00,1.952558345849827015e+00,2.334986214164706114e-02,2.334986214155715042e-02,2.791219968745942246e-04
2.000000000000000111e-01,1.946617927049855146e+00,2.483327492941382955e-02,2.565927803451057559e-02,3.261713836714699656e-04
4.000000000000000222e-01,1.931613088671920275e+00,2.813474817716650131e-02,3.022511610632051815e-02,4.364226430511831609e-04
6.000000000000000888e-01,1.907552403946980002e+00,3.321544068083890494e-02,3.707766419481902526e-02,6.376889794515280992e-04
8.000000000000000444e-01,1.874775356144859018e+00,4.004327340265114582e-02,4.619110981124698728e-02,9.722521435702967656e-04
1.000000000000000000e+00,1.833878655497670707e+00,4.860301534119378097e-02,5.748334022459701542e-02,1.498579049417040222e-03
1.200000000000000178e+00,1.785584071158553332e+00,5.891281634931391786e-02,7.082868291649670189e-02,2.294892809886004813e-03
1.400000000000000133e+00,1.730788313095991127e+00,7.104686019300575361e-02,8.608086283200627742e-02,3.490594747299839273e-03
1.600000000000000089e+00,1.670001074613636893e+00,8.513647140889456233e-02,1.030280251962656934e-01,5.146858412801704093e-03
1.800000000000000044e+00,1.605029802697244712e+00,1.014928986841657499e-01,1.216123419969843966e-01,7.625277394512613299e-03
2.000000000000000000e+00,1.533394781581289834e+00,1.206882663090273755e-01,1.413641755883877360e-01,1.106685089070558528e-02
2.200000000000000178e+00,1.457305548294219433e+00,1.421402821051466758e-01,1.622242973611004169e-01,1.587082910206757264e-02
2.400000000000000355e+00,1.376694317032584713e+00,1.662882613783897845e-01,1.848463585633305650e-01,2.622774658285705052e-02
