0.000000000000000000e+00,1.936763407038201157e+00,3.132501014172939940e-02,3.132501014178903226e-02,5.053325691418611822e-04
2.000000000000000111e-01,1.934739523251769899e+00,3.229799755175009890e-02,3.234927191610536407e-02,5.373376750029023501e-04
4.000000000000000222e-01,1.928306695497873369e+00,3.552733324678217230e-02,3.542703835104807353e-02,6.488657975690781529e-04
6.000000000000000888e-01,1.917360802188246005e+00,4.102728194639521792e-02,4.061757444196947842e-02,8.680089682529849252e-04
8.000000000000000444e-01,1.901732499576105129e+00,4.883136711292045129e-02,4.801008484068516186e-02,1.239119844347295321e-03
1.000000000000000000e+00,1.881215032636403439e+00,5.900728854269164658e-02,5.768088065066963310e-02,1.823774456866814140e-03
1.200000000000000178e+00,1.855426356504976670e+00,7.169506865116651029e-02,6.978259328791133753e-02,2.709647340672753819e-03
1.400000000000000133e+00,1.824065861954238255e+00,8.703783414584322087e-02,8.439328936289709759e-02,4.030541288870783528e-03
1.600000000000000089e+00,1.786380866744650131e+00,1.054390007178547389e-01,1.016213320391646663e-01,5.866081992401264017e-03
1.800000000000000044e+00,1.741772677158560212e+00,1.269210136287526047e-01,1.218796173981303993e-01,8.580836980496036465e-03
2.000000000000000000e+00,1.688590283358915700e+00,1.539560020592124767e-01,1.439215871452387829e-01,1.247324011189892418e-02
2.200000000000000178e+00,1.628313041537248429e+00,1.818146829888750982e-01,1.706661305086510372e-01,1.779945538111598821e-02
2.400000000000000355e+00,1.564123034952852542e+00,2.074748314551565775e-01,2.031847318596889662e-01,2.667850190987471753e-02
