0.000000000000000000e+00,1.998280551954985107e+00,7.806408282474731897e-04,7.806408282461031918e-04,4.426807647317364730e-07
2.000000000000000111e-01,1.988128985412398464e+00,2.241821517374567412e-03,2.087418378906843140e-03,2.483012971574377199e-06
4.000000000000000222e-01,1.957531993307670026e+00,6.399436547518484210e-03,6.144736599051044482e-03,2.039147941728001269e-05
6.000000000000000888e-01,1.905553790963833594e+00,1.304165673798555330e-02,1.286712454862854772e-02,9.001008888080413853e-05
8.000000000000000444e-01,1.832000846811981942e+00,2.188021495283432732e-02,2.201987753338428486e-02,2.704460049984244501e-04
1.000000000000000000e+00,1.737606224599830274e+00,3.255886703517388292e-02,3.315261737239535295e-02,6.396464430669068476e-04
1.200000000000000178e+00,1.624436628544005723e+00,4.468526307793051905e-02,4.566823043650659192e-02,1.289878421597541762e-03
1.400000000000000133e+00,1.496091925242890586e+00,5.777543389823703440e-02,5.895035799270927773e-02,2.322296610682187713e-03
1.600000000000000089e+00,1.357233309872670102e+00,7.168689174788132890e-02,7.236558107245118221e-02,3.899270017944265251e-03
1.800000000000000044e+00,1.214994920378089649e+00,8.564490729964976956e-02,8.547479916764159913e-02,6.093577832476417856e-03
2.000000000000000000e+00,1.072297032517602000e+00,1.001575540447374180e-01,9.886431241560936223e-02,9.667797162054545673e-03
2.200000000000000178e+00,9.261771591495775446e-01,1.144846052399902392e-01,1.119643263984267390e-01,1.586150605618050560e-02
2.400000000000000355e+00,7.592735172071221061e-01,1.297165233317818245e-01,1.212427992832798146e-01,2.411271214075975944e-02
