0.000000000000000000e+00,1.999673743199149589e+00,3.135627607707397306e-04,3.135627607030534768e-04,3.292830489521905929e-04
2.000000000000000111e-01,1.992223531291227312e+00,2.391367139077893011e-03,1.948215237897593221e-03,3.339979648316632882e-04
4.000000000000000222e-01,1.969680542211272645e+00,8.409911222052365160e-03,6.941992382697484941e-03,3.722197898233785426e-04
6.000000000000000888e-01,1.931460835505037776e+00,1.809038159008758903e-02,1.512251715656788738e-02,5.022226478885066011e-04
8.000000000000000444e-01,1.876361568641812250e+00,3.104816129955451781e-02,2.642976178780050839e-02,8.226229107234961412e-04
1.000000000000000000e+00,1.803174037650916661e+00,4.679769275285187990e-02,4.046032405244092550e-02,1.462285763302965556e-03
1.200000000000000178e+00,1.711826838778096382e+00,6.487344567272888829e-02,5.678417265514055373e-02,2.593581606821796989e-03
1.400000000000000133e+00,1.601869204527223589e+00,8.415541022563610696e-02,7.510205898944312397e-02,4.416900720781982356e-03
1.600000000000000089e+00,1.469592738724710301e+00,1.054951833680773110e-01,9.423656310139341685e-02,7.337776411840832118e-03
1.800000000000000044e+00,1.324069606121114351e+00,1.262383061608352564e-01,1.123011538054125430e-01,1.161909993811255370e-02
2.000000000000000000e+00,1.159425083585028382e+00,1.522887484060428120e-01,1.320190055918971650e-01,1.933129113003395627e-02
2.200000000000000178e+00,9.527588489114805492e-01,1.778471948775192657e-01,1.470148519594397241e-01,3.217103403081962576e-02
2.400000000000000355e+00,6.811810696873397131e-01,1.827171382830656554e-01,1.529296429775664767e-01,4.492566511650767508e-02
