0.000000000000000000e+00,1.953226438449989333e+00,2.324214213808752788e-02,2.324214213803686008e-02,1.723801344572303699e-04
2.000000000000000111e-01,1.948886006785774505e+00,2.548475511285349868e-02,2.464832976832924752e-02,2.139982217805859411e-04
4.000000000000000222e-01,1.936468225027720536e+00,3.104737843123534305e-02,2.886029706790738808e-02,3.500851195564478376e-04
6.000000000000000888e-01,1.915712383481274594e+00,3.981219451097946921e-02,3.594109094039424357e-02,6.345175806366600869e-04
8.000000000000000444e-01,1.886265107680116015e+00,5.167044733793586114e-02,4.594361543240325918e-02,1.153136280163030063e-03
1.000000000000000000e+00,1.847689906379399893e+00,6.651926905516904187e-02,5.892778941134466097e-02,2.031415022754643179e-03
1.200000000000000178e+00,1.799679937701424759e+00,8.431796783082975977e-02,7.464042474049795151e-02,3.407158440220498050e-03
1.400000000000000133e+00,1.741499181755366443e+00,1.050574767667572240e-01,9.326063986055577182e-02,5.522567369429539838e-03
1.600000000000000089e+00,1.671838370648702998e+00,1.296018063477987203e-01,1.148217027220885533e-01,8.720406183538751896e-03
1.800000000000000044e+00,1.590225642074596824e+00,1.563160094419055735e-01,1.384796413364910717e-01,1.333483354343033798e-02
2.000000000000000000e+00,1.492856176835488213e+00,1.879597365424713618e-01,1.647065946676990189e-01,2.081614477302936445e-02
2.200000000000000178e+00,1.374680443094779214e+00,2.219189431961617609e-01,1.965100232289967719e-01,3.160094073692305827e-02
2.400000000000000355e+00,1.220473025595958605e+00,2.669262310065103616e-01,2.285827620494590706e-01,5.457547563991668044e-02
