3.000000000000000444e-01,1.892933995583718332e+00,3.720669522613963665e+00
2.877551020408163907e-01,1.427716434336853801e+00,3.295249822730187184e+00
2.755102040816326814e-01,1.046744218208145893e+00,2.896388416068982341e+00
2.632653061224490276e-01,1.076032205106060458e+00,2.974633751357541378e+00
2.510204081632653184e-01,9.693014426811518147e-01,2.897747923461263753e+00
2.387755102040816646e-01,7.756838124526517220e-01,2.713358273547816779e+00
2.265306122448980108e-01,1.122301777385353028e-01,2.047607523197302548e+00
2.142857142857143016e-01,4.101834900891329627e-02,1.984794284636311357e+00
2.020408163265306478e-01,2.633566410148241443e-02,1.976915701023461480e+00
1.897959183673469941e-01,2.088210196339458993e-02,1.977263621131994720e+00
1.775510204081632848e-01,1.820257073194720548e-02,1.979554024278262325e+00
1.653061224489796310e-01,1.675083686820904097e-02,1.981964647296270421e+00
1.530612244897959773e-01,1.598186233760134564e-02,1.983642843731282301e+00
1.408163265306122680e-01,1.564498569023999378e-02,1.984286363439022427e+00
1.285714285714286143e-01,1.560381173908915835e-02,1.983990573942992608e+00
1.163265306122449605e-01,1.577607032129524703e-02,1.983049089350719552e+00
1.040816326530612512e-01,1.610865093520856897e-02,1.981773507435878212e+00
9.183673469387754196e-02,1.656560302476818569e-02,1.980404448701923670e+00
7.959183673469388820e-02,1.712189160511624550e-02,1.979110219866757836e+00
6.734693877551023444e-02,1.775988394394957190e-02,1.978016781208391084e+00
5.510204081632652517e-02,1.846702609330079167e-02,1.977215798965229254e+00
4.285714285714287142e-02,1.923400324251514290e-02,1.976738789579717270e+00
3.061224489795921766e-02,2.005328230482666257e-02,1.976526114365664277e+00
1.836734693877550839e-02,2.091825054195263489e-02,1.976430117991958779e+00
6.122448979591854634e-03,2.182311415679589681e-02,1.976267972880260793e+00
-6.122448979591799123e-03,2.276339807613297211e-02,1.975901444694499132e+00
-1.836734693877550839e-02,2.373654815631667456e-02,1.975295946451791851e+00
-3.061224489795910664e-02,2.474205958679720832e-02,1.974518325548446196e+00
-4.285714285714281591e-02,2.578086275027102747e-02,1.973668862525391310e+00
-5.510204081632652517e-02,2.685426245322331332e-02,1.972785469418446791e+00
-6.734693877551012342e-02,2.796326918141962825e-02,1.971780155364360354e+00
-7.959183673469394371e-02,2.910955259443503973e-02,1.970455357437752353e+00
-9.183673469387754196e-02,3.030032386132699637e-02,1.968606818336134712e+00
-1.040816326530611402e-01,3.156958816383994421e-02,1.966173308303879486e+00
-1.163265306122449605e-01,3.309380189690060842e-02,1.964170665490809986e+00
-1.285714285714285587e-01,3.577007528486926546e-02,1.963990714183705633e+00
-1.408163265306122680e-01,3.599022300796800994e-02,1.957836841651980686e+00
-1.530612244897959773e-01,3.761825111697373464e-02,1.957180283126449982e+00
-1.653061224489795755e-01,1.832045094058828150e-01,2.113278557087970189e+00
-1.775510204081632848e-01,2.108268294671589438e-01,2.111968282886139026e+00
-1.897959183673469941e-01,1.318001082715016259e-01,2.037260337339754646e+00
-2.020408163265305923e-01,1.089855506834805698e+00,2.974759179582473934e+00
-2.142857142857143016e-01,5.524211831445996479e-01,2.430328569964249397e+00
-2.265306122448980108e-01,4.238081741462065288e-01,2.292336712627270234e+00
-2.387755102040816091e-01,9.791469444066694949e-01,2.812513225007184481e+00
-2.510204081632653184e-01,8.187576299044094785e-01,2.627397014555622690e+00
-2.632653061224490276e-01,1.053370805715264202e+00,2.723566252282315414e+00
-2.755102040816326259e-01,2.121938956417434241e+00,3.552925722116163865e+00
-2.877551020408163351e-01,1.385344802644774109e+00,3.153446418381764538e+00
-3.000000000000000444e-01,1.193457848053542492e+00,2.898863891972832896e+00
