3.000000000000000444e-01,1.743634310030174772e+00,2.408898052708054127e+00
2.877551020408163907e-01,1.746710067843784131e+00,2.492746333245222878e+00
2.755102040816326814e-01,1.714845259272669287e+00,2.700822986601849163e+00
2.632653061224490276e-01,1.329786957352664833e+00,2.197793386305442187e+00
2.510204081632653184e-01,1.048624425169311536e+00,1.699018845556127033e+00
2.387755102040816646e-01,7.103767294094529561e-01,1.769468837173335585e+00
2.265306122448980108e-01,9.788215043114123493e-01,2.105197121836777541e+00
2.142857142857143016e-01,9.069818062008059290e-01,1.625563852061674197e+00
2.020408163265306478e-01,7.057037456324380953e-01,1.781228915307661920e+00
1.897959183673469941e-01,9.126531513092368542e-01,1.602631485023783275e+00
1.775510204081632848e-01,2.707469469952212826e-01,1.374554578985027087e+00
1.653061224489796310e-01,1.286351829436214178e-01,9.943117336079858593e-01
1.530612244897959773e-01,5.839773359778607786e-02,9.764840107674680469e-01
1.408163265306122680e-01,1.062254216808915935e-01,1.221192339345339217e+00
1.285714285714286143e-01,1.724837327587438185e-01,1.199803889953434011e+00
1.163265306122449605e-01,6.542984247551048016e-02,1.208352284092295115e+00
1.040816326530612512e-01,6.276533642825279924e-02,8.792173839756095566e-01
9.183673469387754196e-02,9.530864797166554991e-02,9.763665693583636340e-01
7.959183673469388820e-02,1.067651152723696206e-01,1.234148679866222675e+00
6.734693877551023444e-02,9.218447448649390308e-02,1.246058125992587806e+00
5.510204081632652517e-02,7.660631501716810843e-02,1.156598353744653584e+00
4.285714285714287142e-02,7.153079950686692945e-02,1.158461049030265366e+00
3.061224489795921766e-02,7.549147093157874966e-02,1.268185034512243625e+00
1.836734693877550839e-02,8.979615613442512578e-02,1.505380262321090123e+00
6.122448979591854634e-03,1.083472115179405504e-01,1.752431020429802810e+00
-6.122448979591799123e-03,1.033127433275385088e-01,1.642143215920487842e+00
-1.836734693877550839e-02,8.623812761993067399e-02,1.378582963174965537e+00
-3.061224489795910664e-02,7.572248959483421360e-02,1.205185469397072273e+00
-4.285714285714281591e-02,7.527486248656416190e-02,1.165929697030524403e+00
-5.510204081632652517e-02,8.170107310651521237e-02,1.209526035711769421e+00
-6.734693877551012342e-02,8.087241546991888463e-02,1.130848257525659095e+00
-7.959183673469394371e-02,7.923195165718732724e-02,1.012292960369950645e+00
-9.183673469387754196e-02,1.065922159400846253e-01,1.163896194935026607e+00
-1.040816326530611402e-01,1.356787209363642388e-01,1.224278578554496288e+00
-1.163265306122449605e-01,1.922763299445186258e-01,9.600781220443325159e-01
-1.285714285714285587e-01,1.701655206313856805e-01,6.830419350907078746e-01
-1.408163265306122680e-01,1.810144637092187259e-01,5.153037600160964571e-01
-1.530612244897959773e-01,2.160564132736656207e-01,1.076209360865620246e+00
-1.653061224489795755e-01,3.073504760556787785e-01,1.191117176627351393e+00
-1.775510204081632848e-01,2.384971076852775429e-01,1.191284344271842377e+00
-1.897959183673469941e-01,1.360273652153294321e-01,4.229316559101020667e-01
-2.020408163265305923e-01,2.267456511843542466e-01,9.076429392524199002e-01
-2.142857142857143016e-01,3.072373902617732688e-01,7.508146158931623404e-01
-2.265306122448980108e-01,7.561109169095195925e-01,1.253684759606673804e+00
-2.387755102040816091e-01,4.013786492975323084e-01,1.054956929618775963e+00
-2.510204081632653184e-01,2.892763569507952881e-01,1.158178250531128439e+00
-2.632653061224490276e-01,6.044322958499308562e-01,1.462795517225930153e+00
-2.755102040816326259e-01,4.414895774762008784e-01,1.450503182905426680e+00
-2.877551020408163351e-01,4.513804150862582021e-01,1.315906694427108947e+00
-3.000000000000000444e-01,5.179462827684285786e-01,1.514141134159441737e+00
