3.000000000000000444e-01,9.061011603877561216e-01,2.751824884153504236e+00
2.877551020408163907e-01,8.544029153316429204e-01,2.812181961597683078e+00
2.755102040816326814e-01,4.005380569508806832e-01,2.299314427409459238e+00
2.632653061224490276e-01,2.574453434250116857e-01,2.171099568567645299e+00
2.510204081632653184e-01,5.923008987062090558e-01,2.516866712428250885e+00
2.387755102040816646e-01,1.880401352606800580e-01,2.090201202932416180e+00
2.265306122448980108e-01,5.340279317449503349e-01,2.360890536713477594e+00
2.142857142857143016e-01,4.114994504213043830e-02,1.877114924563241694e+00
2.020408163265306478e-01,2.692882878059146487e-02,1.819010203131527614e+00
1.897959183673469941e-01,2.455294430169568248e-02,1.780350644232665314e+00
1.775510204081632848e-01,2.348824880649915542e-02,1.750388092919132665e+00
1.653061224489796310e-01,2.283805934542571664e-02,1.731806803611712464e+00
1.530612244897959773e-01,2.251244930765822910e-02,1.730995521149882421e+00
1.408163265306122680e-01,2.252980855120538528e-02,1.753223946642607167e+00
1.285714285714286143e-01,2.285994355206460993e-02,1.797759057692466689e+00
1.163265306122449605e-01,2.336129511975578235e-02,1.854192554275541971e+00
1.040816326530612512e-01,2.377939000700169531e-02,1.902386551728741715e+00
9.183673469387754196e-02,2.384074319758102203e-02,1.919988024989855324e+00
7.959183673469388820e-02,2.342366555932537397e-02,1.896511601457241403e+00
6.734693877551023444e-02,2.265789522415457419e-02,1.841985446266418913e+00
5.510204081632652517e-02,2.183773707803055714e-02,1.780287863863631248e+00
4.285714285714287142e-02,2.124922660470788746e-02,1.735005020893958694e+00
3.061224489795921766e-02,2.106667244622403151e-02,1.720677691596232517e+00
1.836734693877550839e-02,2.133686603783963714e-02,1.741267758027987611e+00
6.122448979591854634e-03,2.199247538809666336e-02,1.791192206945317666e+00
-6.122448979591799123e-03,2.286681542832412484e-02,1.856636057276723761e+00
-1.836734693877550839e-02,2.373076852173179249e-02,1.918779505202096392e+00
-3.061224489795910664e-02,2.437572496534606836e-02,1.960750239772181214e+00
-4.285714285714281591e-02,2.470714573792615748e-02,1.975234766868485536e+00
-5.510204081632652517e-02,2.476592548350709660e-02,1.965997204366681350e+00
-6.734693877551012342e-02,2.465404879658204818e-02,1.941647099884846961e+00
-7.959183673469394371e-02,2.443668842320991311e-02,1.907743460206617003e+00
-9.183673469387754196e-02,2.409913103463310821e-02,1.863527652477176000e+00
-1.040816326530611402e-01,2.358052643047848021e-02,1.804767565886242320e+00
-1.163265306122449605e-01,2.287452606966516866e-02,1.730491586406783133e+00
-1.285714285714285587e-01,2.240801283357762852e-02,1.660919280056790015e+00
-1.408163265306122680e-01,2.112854913222366252e-02,1.560203643181560906e+00
-1.530612244897959773e-01,2.058338259243796056e-02,1.497622571884611231e+00
-1.653061224489795755e-01,2.298651638838858369e-02,1.415512406508911525e+00
-1.775510204081632848e-01,2.085179427154020340e-02,1.422989047590539791e+00
-1.897959183673469941e-01,2.220954888052107529e-02,1.462070239489035695e+00
-2.020408163265305923e-01,2.439428286966346254e-02,1.504708690733649989e+00
-2.142857142857143016e-01,4.467600264286433753e-02,1.659518585850727312e+00
-2.265306122448980108e-01,2.415794729347317260e-01,1.919643810429416231e+00
-2.387755102040816091e-01,5.488305685831254555e-02,1.866018652677437162e+00
-2.510204081632653184e-01,4.776680929365022255e-02,1.919993704217476393e+00
-2.632653061224490276e-01,2.545604050298321819e-01,2.057038011887971862e+00
-2.755102040816326259e-01,1.244808620876674821e-01,1.922893002852001043e+00
-2.877551020408163351e-01,1.255054856478635406e-01,2.010063136101720271e+00
-3.000000000000000444e-01,9.948774721820777267e-02,1.959271105816499103e+00
